Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
West Coast Capital,Private Equity,$1B+,£5M-£50M,"Ayr, United Kingdom","Private Equity, Family Office, Investment Management",Retail; Consumer Brands; Property; E-commerce,Growth; Expansion; Buyout,20,1990,11-50,http://www.westcoastcapital.co.uk,https://www.linkedin.com/company/west-coast-capital/,https://twitter.com/WestCoastCap,info@westcoastcapital.co.uk,,Ayr; True; West Coast Capital House; United Kingdom; KA7 1EJ,"West Coast Capital is the private investment vehicle of the Hunter family, led by entrepreneur Sir Tom Hunter. The firm focuses on significant equity investments in retail, consumer brands, and property sectors, primarily in the UK. It partners with strong management teams to drive growth through expansion, consolidation, and strategic acquisitions, with a typical investment size starting at £5 million.",,folk,enriched,c0cc1460-cb06-43a7-aff6-6be20b177534
WESTCOTT LLC,Family Office,$500M-$1B,$1M-$10M,"Dallas, United States of America","Family Office, Private Investments, Venture Capital",Technology; Real Estate; Energy; Fintech; Consumer Services; Artificial Intelligence,Seed; Series A; Series B; Growth,20,1996,11-50,https://www.westcott.com,https://www.linkedin.com/company/westcott-llc,,chart@westcott.com,,,"Westcott LLC is a Dallas-based single-family office established to manage the wealth of the Westcott family, founded by entrepreneur Carl Westcott. The firm invests across multiple sectors, including technology, real estate, energy, and consumer services, with a focus on early-stage and growth-stage companies. Leveraging the family's entrepreneurial background, Westcott LLC emphasizes strategic investments in innovative technologies, particularly in augmented intelligence and frontier tech.",,folk,enriched,0b05fd59-3ecb-4113-b910-1599954fc988
Windcrest Partners,Private,$1B+,$10M-$50M,"Dublin, Ireland",Investment Management,Technology; Real Estate; Private Equity; Financial Services,Growth; Series C; Series D; Bridge,20,1990,11-50,https://www.windcrestpartners.com,https://www.linkedin.com/company/windcrest-partners,,info@windcrestpartners.com,,"Dublin; Fitzwilton House, Wilton Place; Ireland; D02 T277","Windcrest Partners is a single-family office representing the wealth of William FitzGerald, a prominent Irish businessman and former CEO of Fitzwilton plc. The firm focuses on direct investments, particularly in technology, real estate, and private equity, with a strong geographic preference for Ireland, the UK, and the United States.",,folk,enriched,30fa8bc0-90c1-4324-989f-f5c8ad9e20f4
Beijer Ventures,Venture Capital (Family Office-backed),$50M,€100K-€1.5M,"Stockholm, Sweden","Venture Capital, Biotech, Healthtech, Digital Transformation",Biotech; Healthtech; Diagnostics; Digital Health; Digital Transformation; Automation,Pre-Seed; Seed,15,2018,1-10,https://beijerventures.se,https://www.linkedin.com/company/beijer-ventures,https://twitter.com/BeijerVentures,info@beijerventures.se,,Stockholm; Linnégatan 5; Sweden; 114 47,"Beijer Ventures is the venture capital arm of the family-owned Beijer Holding, focusing on early-stage investments in digital transformation, automation, biotech, healthtech, and diagnostics. Operating under the broader Beijer Group, which includes Beijerinvest and holds a controlling stake in Beijer Alma, the firm targets Pre-Seed and Seed-stage companies with strong growth potential, typically investing between €100K and €1.5M per round. It emphasizes stable ownership and entrepreneurial cultures in its portfolio companies.",,folk,enriched,d1d0811b-e7b5-4cf5-9702-19e22c491d88
Black Lion Group,Family Office,$500M-$1B,$1M-$20M,"Zug, Switzerland","Private Equity, Venture Capital, Debt Investments",Technology; Fintech; Healthcare; SaaS; Consumer; Industrials,Seed; Series A; Series B; Growth; Bridge,15,2019,11-50,https://www.blackliongroup.com,https://www.linkedin.com/company/the-black-lion-group,https://twitter.com/BlackLionGroup,as@blackliongroup.com,,,"Black Lion Group is a Swiss-based family office and investment firm founded in 2019 by Alex Schmid. It operates with an evergreen structure and flexible mandate, providing bespoke capital solutions across private equity, venture capital, and debt investments, with a focus on supporting entrepreneurs and seizing opportunities in illiquid, less efficient markets. The firm emphasizes long-term partnerships, innovative structuring, and a collaborative approach to maximize business potential.",,folk,enriched,1d0886fd-f808-465e-b202-0d5c79608dfc
CHASEFIELD CAPITAL,Family Office,$200M-$500M,$1M-$10M,"Lakewood, Colorado, United States of America","Multi Asset, Agriculture, Software, Data Integration, Cloud Computing, AgTech",Agriculture; AgTech; Software; Data Integration; Cloud Computing; Multi-Asset,Growth; Bridge,15,2014,11-50,https://www.chasefield.co,https://www.linkedin.com/company/chasefield-capital,,kellie@chasefield.co,,,"Chasefield Capital is a multi-family office based in Colorado, specializing in wealth management, asset allocation, and long-term investment strategies for high-net-worth families and investors. The firm focuses on quantitative, narrative-driven investing across multi-asset classes, including agriculture, AgTech, software, and cloud computing, while emphasizing personalized financial planning and risk-adjusted returns.",,folk,enriched,84f15a24-421c-4229-b950-82878cded806
Checkmate Capital,Family Office,$200M-$500M,$1M-$10M,"Pasadena, United States of America","biotechnology, agriculture, waste technology, energy technology",Biotechnology; Agriculture; Waste Technology; Energy Technology; Special Situations,Growth; Bridge,15,2010,11-50,https://checkmatecapital.net/,https://www.linkedin.com/company/checkmate-capital/,,jamie.evans@checkmatecapital.net,,,"Checkmate Capital is a Pasadena-based family office specializing in managing assets for high-net-worth families with a focus on special situations, including biotechnology, agriculture, waste technology, and energy technology. The firm combines direct investment in cash-flow-generating assets with advisory services and international licensing opportunities, leveraging its team's expertise from top-tier financial institutions like Morgan Stanley, BlackRock, and UBS. Checkmate Capital prioritizes long-term value creation, alignment with portfolio companies, and selective deal prioritization.",,folk,enriched,c21f9452-c7cc-484f-82a3-d559581bcb53
Chokhani Family Office (Krishna Chokhani),Family Office,$100M-$200M,$250K-$2M,"Mumbai, India","Private Equity, Venture Capital, Debt",FinTech; AI; Agri-tech; Technology; SaaS,Pre-seed; Seed; Series A,15,2015,1-10,https://www.chokhanifamilyoffice.com,https://www.linkedin.com/company/chokhani-family-office,https://twitter.com/ChokhaniFO,krishna@chokhanifamilyoffice.com; investments@chokhanifamilyoffice.com,,"Chokhani Family Office, Mumbai, Maharashtra, India","The Chokhani Family Office, led by Krishna Chokhani, is a single-family office based in Mumbai, India, focusing on early-stage investments in technology-driven sectors. The office emphasizes FinTech, AI, and agri-tech, aligning with a next-generation, tech-oriented investment thesis, and actively participates in seed to moderate-stage funding rounds.",,folk,enriched,2298351b-51f4-41b2-aec2-f37602e8e679
EARLYMARKET,Family Office,$200M-$500M,$250K-$2M,"London, United Kingdom","Technology, Energy Transition, Healthcare, Mobility",Technology; Healthcare; Fintech; Agritech; Cleantech; Mobility; Aviation; Sustainability,Pre-seed; Seed; Series A,15,2015,11-50,https://www.earlymarket.com,https://www.linkedin.com/company/earlymarket-llp,https://twitter.com/earlymarket,asya.galachyan@earlymarket.com,,,"Earlymarket LLP is a London-based single-family office focused on incubating and investing in early-stage technology-driven companies across sectors such as energy transition, future of agriculture, personalized healthcare, mobility, and sustainability. The firm provides capital, operational expertise, and workspace to support portfolio companies from inception through growth stages.",,folk,enriched,2acf75ae-4a18-4079-a355-d138c910eb7b
ElDaba Holdings,Family Office,$500M-$1B,$1M-$20M,"Dubai, United Arab Emirates",Wealth Management & Investment,Real Estate; Private Equity; Venture Capital; Technology; Healthcare; Fintech,Seed; Series A; Series B; Growth,15,2010,11-50,https://www.eldabaholdings.com,https://www.linkedin.com/company/eldaba-holdings,,info@eldabaholdings.com,,"Dubai, United Arab Emirates","ElDaba Holdings is a Dubai-based single-family office managing the wealth and investments of the Daba family. The firm focuses on diversified investments across real estate, private equity, and venture capital, with a strong emphasis on opportunities in the Middle East, North Africa, and Asia.",,folk,enriched,25aa730d-7830-418f-a8dc-8a78dae34439
FAMILY OFFICE RELIANCE SRL,Family Office,$500M-$1B,$1M-$10M,"Genoa, Italy",Wealth Management & Family Office Services,Real Estate; Private Equity; Multi-Asset; Wealth Management; Family Governance,Growth; Bridge,15,2010,11-50,http://www.trustinterno.it,https://www.linkedin.com/company/family-office-reliance-srl,,paolo@studiogaeta.com,,"Vico San Pancrazio, 16124 Genoa, Italy","Family Office Reliance s.r.l. (FOR) is a multi-generational wealth management firm based in Italy, specializing in generational wealth transfer, asset protection, and family governance. The firm provides tailored financial advisory, investment management, and succession planning services to high-net-worth families, with a focus on preserving and growing wealth across generations.",,folk,enriched,528f013d-fe79-4c50-b721-16f3f902a20e
Flmoat Inc.,Family Office,$200M-$500M,$1M-$10M,"Tokyo, Japan",Investment Management,Fintech; Agtech; Logistics; Renewable Energy; Healthcare,Seed; Series A; Series B; Growth,15,2015,11-50,https://flmoat.com/,https://www.linkedin.com/company/flmoat-inc/,https://twitter.com/flmoat_inc,info@flmoat.com,,"Tokyo, Tokyo, Japan","Flmoat Inc. is a single-family office based in Tokyo, Japan, with a strong investment focus on Africa-based companies. The firm prioritizes long-term investments in businesses that demonstrate durable competitive advantages, or 'wide moats,' aiming to generate sustainable returns across emerging markets.",,folk,enriched,2601b624-1e17-44d5-97ed-ce92be3911e5
FOUR PARTNERS S.R.L.,Family Office,$500M-$1B,$1M-$20M,"Milan, Italy","Multi Asset, Energy, Energy Storage, Therapeutics, Biotechnology, Pharmaceutical",Multi Asset; Energy; Energy Storage; Therapeutics; Biotechnology; Pharmaceutical,Growth; Bridge,15,2010,11-50,https://www.fourpartners.it,https://www.linkedin.com/company/four-partners-s-r-l-/,,simone.rondelli@fourpartners.it,,,"Four Partners S.R.L. is a multi-family office based in Milan, Italy, specializing in wealth management, financial advisory, and long-term capital preservation for high-net-worth individuals and families. The firm integrates corporate finance, liquid investments, and risk management to deliver tailored solutions, with a focus on generational wealth transfer and strategic asset allocation across sectors like energy, biotechnology, and pharmaceuticals.",,folk,enriched,bb51f423-6e94-49fa-b034-f3ca8ed3954f
Gericke Family Office,Family Office,$500M-$1B,$1M-$10M,"Regensdorf, Switzerland",Industrial Technology & Manufacturing,Industrial Tech; Manufacturing; Sustainability; Advanced Materials; Clean Energy,Seed; Series A; Series B; Growth,15,,11-50,https://www.gerickegroup.com,https://www.linkedin.com/company/gericke-group,,henrique.cunha@gerickegroup.com,,,"Gericke Family Office is the private wealth and investment management arm of the Gericke family, founders of the Gericke Group, a global leader in powder processing technology. The family office focuses on preserving and growing generational wealth through diversified investments, including direct private equity, venture capital, and real assets, with a strong emphasis on industrial, technology, and sustainable sectors.",,folk,enriched,c4bab70f-b5a8-4a2f-b438-53d169585e5e
Group Meeran,Family Office,$800M,$2M-$20M,"Kochi, India",Diversified Investments,Real Estate; Hospitality; Infrastructure; Private Equity; Healthcare,Growth; Series C; Series D,15,1975,11-50,http://www.groupmeeran.com/,https://www.linkedin.com/company/group-meeran/,https://twitter.com/GroupMeeran,info@groupmeeran.com; investments@groupmeeran.com,,"Meeran House, MG Road, Kochi, Kerala 682016, India","Group Meeran is a prominent multi-generational family office based in Kochi, India, managing the wealth and private investments of the Meeran family. With a diversified portfolio spanning real estate, hospitality, infrastructure, and private equity, the firm focuses on long-term value creation and strategic growth investments across India and select international markets.",,folk,enriched,db78ed3c-ecb0-4732-bd23-804ea1249b10
