Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Kentof Family Investments,Private,$500M,$250K-$2M,"Zurich, Switzerland",Wealth Management,Fintech; Artificial Intelligence; Digital Health; Enterprise Software; SaaS,Pre-Seed; Seed,,2010,11-50,https://www.kentoffamily.com,https://www.linkedin.com/company/kentof-family-investments,https://twitter.com/KentofInvest,info@kentof.com,,,"Kentof Family Investments is a single-family office based in Zurich, Switzerland, managing the wealth of the Kentof family. The firm focuses on early-stage investments in disruptive technology startups, particularly in fintech, AI, and digital health, with a strong preference for European and North American markets.",,folk,enriched,cb40e0db-731c-4993-b4b1-8403fc6e9eb9
Kingston Ross Pasnak LLP,Family Office,$500M-$1B,$1M-$10M,"Edmonton, Canada",Wealth Management & Family Office Services,Real Estate; Private Equity; Energy; Agriculture; Financial Services,Growth; Bridge,,1952,11-50,https://www.krpgroup.com,https://www.linkedin.com/company/kingston-ross-pasnak-llp/,,jharmata@krpgroup.com,,,"Kingston Ross Pasnak LLP (KRP) is a multi-family office based in Edmonton, Canada, specializing in comprehensive wealth management, succession planning, and family governance for high-net-worth families and entrepreneurs. The firm provides tailored services including tax law, estate planning, asset allocation, and philanthropic advisory, with a focus on preserving and growing generational wealth. KRP operates as a trusted advisor to families and businesses across Western Canada.",,folk,enriched,3568dc6a-a7ce-4822-b68d-fdaf2bbc9eb9
Kistefos AS,Family Office,$2B+,$1M-$20M,"Oslo, Norway","Offshore, Shipping, Financial Services, Technology, Real Estate",Offshore; Shipping; Financial Services; Technology; Real Estate,Seed; Series A; Series B,,1993,11-50,https://kistefos.no,https://www.linkedin.com/company/kistefos-as/,https://twitter.com/KistefosAS,info@kistefos.no,,,"Kistefos AS is the family office of the Kistefos Group, founded by Norwegian industrialist and investor Christen Sveaas. The firm manages a diversified investment portfolio spanning private equity, venture capital, real estate, and public equities, with a strong focus on early-stage technology, offshore, shipping, and financial services. It is known for its long-term investment horizon and active involvement in portfolio companies, particularly in the Nordic region and internationally.",,folk,enriched,8662299b-f3f5-43aa-bb62-cf457a3ef655
LFCC MANAGEMENT,Family Office,$500M-$1B,$10M-$50M,"Hong Kong, Hong Kong",Public Equities,Technology; Healthcare; Financial Services; Consumer Goods; Industrials,Growth,,2012,11-50,http://www.lfccmanagement.com,https://www.linkedin.com/company/lfcc-management,,asze@lfcc.edu,,,"LFCC Management is a single-family office based in Hong Kong, established to manage the wealth of the Sze family. The firm focuses on long-only public equities investments, emphasizing fundamental analysis to identify cross-cycle trends in geographical regions, industries, and individual companies for steady wealth accumulation.",,folk,enriched,4df68d95-137f-44b9-81d1-8257c08628ea
Lone Star Family Wealth,Family Office,$500M-$1B,$1M-$10M,"Lubbock, Texas, United States of America",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Alternative Investments,Growth; Bridge,,2000,11-50,https://www.lonestarfunds.com,https://www.linkedin.com/company/lonestar-funds,,astrassburger@lonestarfunds.com,,,"Lone Star Family Wealth is a single-family office based in Lubbock, Texas, managing the wealth and investments of a high-net-worth family. The firm provides comprehensive wealth management services, including investment strategy, estate planning, tax optimization, and philanthropic advisory, with a focus on long-term capital preservation and growth. Their approach is highly personalized, aligning financial strategies with the family’s values and legacy goals.",,folk,enriched,75a6d2a3-cec9-43e2-bda2-2fd144dfc862
LONSDALE CAPITAL PTE,Family Office,$1B+,$5M-$50M,"Singapore, Singapore","Multi-Asset, Private Equity, Social Enterprises",Financial Services; Healthcare; Education; Technology; Social Impact; Real Estate; Consumer,Growth; Series C; Series D; Bridge,,2010,11-50,https://www.lonsdale.sg,https://www.linkedin.com/company/lonsdale-capital-pte-ltd/,,kevinmoon@lonsdale.sg,,,"Lonsdale Capital Pte is a Singapore-based single-family office managing the wealth of the Moon family. The firm deploys capital across public equities, debt, alternative investments, and private equity, with a strong emphasis on long-term value creation and social impact. Through its dedicated arm, Lonsdale Social Innovation Capital, the firm supports social entrepreneurs addressing systemic challenges for low-income families globally.",,folk,enriched,569874a7-9417-4268-8ff8-2f579dae25e7
Mayapada Group,Family Office,$5B+ (estimated conglomerate assets),$10M-$100M,"Jakarta, Indonesia",Conglomerate,Banking & Financial Services; Healthcare; Real Estate; Media; Hospitality; Retail,Growth; Bridge,,1986,1000+,http://www.mayapadagroup.com/,https://www.linkedin.com/company/mayapada-group/,https://twitter.com/MayapadaGroup,info@mayapadagroup.com,,"Mayapada Tower, Jl. Jenderal Sudirman Kav. 28, Jakarta 12920, Indonesia","Mayapada Group is a diversified Indonesian conglomerate and family office founded by Dato Sri Tahir, one of Indonesia's most prominent entrepreneurs. The group operates across banking, healthcare, real estate, media, and hospitality, with a strong focus on domestic and regional investments in Southeast Asia.",,folk,enriched,9ba6fad3-699a-4dca-9d5b-f252ec01f85b
Mosaik Partners,Family Office,$500M-$1B,$1M-$20M,"San Francisco, United States",Financial Services,Real Estate; Technology; Sustainability; Impact Investing; Private Equity,Seed; Series A; Series B; Growth,,2013,11-50,https://www.mosaikpartners.com,https://www.linkedin.com/company/mosaik-partners,https://twitter.com/mosaikpartners,info@mosaikpartners.com,,"San Francisco; CA; One Market Plaza, Spear Tower, Suite 3600; United States; 94105","Mosaik Partners is a single-family office representing the wealth of E. Miles Kilburn, focusing on long-term investments across real estate, private equity, and venture capital. The firm emphasizes sustainable and impact-driven opportunities alongside traditional asset classes.",,folk,enriched,9e782537-4615-4f33-a3d9-88b93ff92b0e
Omnium Private,Family Office,$500M-$1B,$1M-$10M,"London, United Kingdom",Family Office & Wealth Management,Real Estate; Luxury Assets; Private Equity; Hospitality; Art & Collectibles,Growth,,2016,11-50,https://www.omniumprivate.com,https://www.linkedin.com/company/omnium-private,,francesca@omniumprivate.com,,,"Omnium Private is a multi-family office based in London, specializing in bespoke wealth management, lifestyle concierge, and family office services for ultra-high-net-worth individuals and families. Founded in 2016, the firm provides discreet, 24/7 support across executive assistance, household management, relocation, and event planning, while also offering tailored investment and financial advisory services through a curated network of partners.",,folk,enriched,75df0928-e9ea-4552-9949-9026e9c243b8
OPES AG,Family Office,$500M-$1B,$1M-$10M,"Emmenbrücke, Switzerland",Wealth Management & Family Office Services,Real Estate; Financial Services; Professional Services,Growth; Bridge,,2000,31-50,https://www.opes.ch,https://www.linkedin.com/company/opes-ag,,andrea.castro@opes.ch,,,"OPES AG is a Swiss multi-family office based in Emmenbrücke, Switzerland, providing comprehensive wealth management and advisory services to affluent families and businesses. The firm specializes in family office services, financial and tax advisory, legal consulting, and real estate management, with a focus on long-term value creation and intergenerational wealth preservation.",,folk,enriched,b4554bdf-ca9b-44b8-aa1c-2839eec9be30
Pacific Liberty,Family Office,$500M-$1B,$5M-$50M,"Singapore, Singapore",Wealth Management & Investment Advisory,Financial Services; Real Estate; Technology; Healthcare; Consumer Goods,Growth; Series C; Series D; Bridge,,2005,11-50,http://www.pacificliberty.com,https://www.linkedin.com/company/pacific-liberty/,,murray@pacificliberty.com,,"1 Raffles Place, #37-01, One Raffles Place","Pacific Liberty is a Singapore-based single-family office and corporate advisory firm specializing in mergers and acquisitions, direct investments, and wealth preservation for high-net-worth individuals and families. The firm focuses on cross-border transactions, particularly in Asia, and provides strategic advisory services to its portfolio companies.",,folk,enriched,0ca0c2c4-5756-408e-a3c2-692ab74ded9f
PARKWOOD CORPORATION,Family Office,$1B-$3B,$1M-$20M,"Cleveland, Ohio, United States of America",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments,Growth; Bridge,,1985,11-50,https://www.parkwoodcorp.com,https://www.linkedin.com/company/parkwood-corporation,,jfox@parkwd.com,,,"Parkwood Corporation is a single-family office based in Cleveland, Ohio, managing the wealth and investments of the Fox family. The firm provides comprehensive financial services, including investment management, accounting, tax planning, legal advisory, and estate planning, with a focus on long-term capital preservation and multi-generational wealth management.",,folk,enriched,b1353efb-fa36-461e-9632-737b4f8da609
PC Rettig & Co Impact AB,VC,$200M,$500K-$3M,"Stockholm, Sweden","Impact Investing, Renewable Energy, Clean Technologies, Social Equity, Mental Health",Renewable Energy; Clean Technologies; Social Impact; Healthcare; Fintech,Pre-seed; Seed; Series A,,2018,11-50,https://www.pcrettig.com/en/impact-investing/,https://www.linkedin.com/company/pc-rettig-co-impact-ab/,https://twitter.com/PC_Rettig,support@crunchbase.com,,,"PC Rettig & Co Impact AB is the impact investing arm of the Rettig family office, a multi-generational Swedish family with roots in the industrial and shipping sectors. The firm focuses on early-stage investments in renewable energy, clean technologies, social inequalities, and mental health, aligning financial returns with measurable positive impact.",,folk,enriched,1e1c89f3-50c0-4c10-b9c3-d2e28affe691
Perpetum Consulting,Family Office,$500M-$1B,$1M-$10M,"San Diego, United States of America",Wealth Management & Family Office Services,Wealth Management; Family Governance; Trust & Estate Planning; Cross-Border Tax & Legal Advisory,Growth; Bridge,,2003,11-50,https://www.perpetumconsulting.com,https://www.linkedin.com/company/perpetum-consulting,,priscilla@perpetumconsulting.com,,,"Perpetum Consulting is a multi-family office based in San Diego, California, specializing in wealth preservation, intergenerational wealth transfer, and family governance for ultra-high-net-worth (UHNW) families, primarily from Latin America and the United States. With over 20 years of experience, the firm provides bespoke services including trustee management, tax and legal compliance across multiple jurisdictions, conflict resolution, and family business continuity planning, all while maintaining a high-touch, confidential approach.",,folk,enriched,51cfe0b2-c84f-477d-a04e-c80f54d78d50
